 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  H   
  2.5992  2.5383  2.4724  2.4049  2.3376  2.1745  2.0210  1.8740  1.7322  1.5957
  1.4638  1.3354  1.2101  1.0875  0.9674  0.8495  0.7337  0.6204  0.5094  0.4011
  0.2973
  2.4939  2.4775  2.4781  2.5017  2.5409  2.5823  2.6142  2.6300  2.6291  2.6121
  2.5792  2.5305  2.4714  2.4072  2.3413  2.1782  2.0233  1.8754  1.7329  1.5957
  1.4637  1.3357  1.2113  1.0899  0.9712  0.8547  0.7401  0.6276  0.5174  0.4098
  0.3050
  2.4993  2.4729  2.4520  2.4416  2.4460  2.4637  2.4864  2.5074  2.5226  2.5272
  2.5174  2.4917  2.4512  2.3997  2.3409  2.1829  2.0274  1.8788  1.7358  1.5983
  1.4662  1.3388  1.2152  1.0950  0.9777  0.8628  0.7497  0.6385  0.5294  0.4206
  0.3159
  2.5144  2.4845  2.4565  2.4325  2.4152  2.4073  2.4086  2.4147  2.4192  2.4196
  2.4143  2.4007  2.3774  2.3456  2.3064  2.1805  2.0314  1.8826  1.7391  1.6011
  1.4688  1.3416  1.2187  1.0995  0.9833  0.8698  0.7582  0.6486  0.5408  0.4349
  0.3313
  2.5341  2.5036  2.4731  2.4437  2.4167  2.3939  2.3766  2.3651  2.3569  2.3481
  2.3354  2.3175  2.2938  2.2652  2.2378  2.1710  2.0353  1.8868  1.7428
 [Fe/H] =  0.50 [alpha/Fe] = 0.40 BC value =  H   
  3.0191  3.0088  2.9841  2.9486  2.9025  2.8486  2.7868  2.7257  2.6487  2.5732
  2.5000  2.4287  2.3600  2.2941  2.2309  2.0848  1.9524  1.8284  1.7051
  2.9985  2.9962  2.9816  2.9629  2.9281  2.8789  2.8166  2.7440  2.6683  2.5934
  2.5200  2.4483  2.3789  2.3119  2.2477  2.0981  1.9611  1.8328  1.7067  1.5782
  2.9620  2.9700  2.9653  2.9490  2.9207  2.8804  2.8277  2.7625  2.6892  2.6148
  2.5413  2.4693  2.3991  2.3311  2.2656  2.1123  1.9707  1.8376  1.7089  1.5796
  1.4484
  2.9088  2.9285  2.9354  2.9295  2.9111  2.8800  2.8359  2.7780  2.7087  2.6357
  2.5624  2.4899  2.4191  2.3502  2.2834  2.1265  1.9808  1.8432  1.7112  1.5811
  1.4506  1.3203
  2.8411  2.8714  2.8898  2.8955  2.8884  2.8681  2.8345  2.7867  2.7245  2.6540
  2.5815  2.5091  2.4378  2.3680  2.3001  2.1399  1.9909  1.8496  1.7144  1.5830
  1.4530  1.3239  1.1966  1.0712
  2.7615  2.7997  2.8283  2.8454  2.8501  2.8417  2.8198  2.7839  2.7326  2.6680
  2.5974  2.5255  2.4541  2.3838  2.3151  2.1520  2.0002  1.8562  1.7183  1.5855
  1.4556  1.3274  1.2014  1.0775  0.9559  0.8365  0.7189  0.6038  0.4937  0.3887
  2.6700  2.7146  2.7509  2.7787  2.7950  2.7988  2.7894  2.7662  2.7281  2.6741
  2.6085  2.5384  2.4674  2.3969  2.3278  2.1624  2.0085  1.8625  1.7227  1.5885
  1.4584  1.3310  1.2060  1.0835  0.9633  0.8454  0.7294  0.6154  0.5040  0.3974
  0.2958
  2.5527  2.6073  2.6538  2.6924  2.7211  2.7377  2.7412  2.7313  2.7073  2.6676
  2.6122  2.5465  2.4772  2.4073  2.3380  2.1711  2.0152  1.8679  1.7269  1.5917
  1.4613  1.3345  1.2106  1.0893  0.9705  0.8539  0.7392  0.6266  0.5161  0.4080
  0.3046
  2.4920  2.4893  2.5150  2.5642  2.6157  2.6526  2.6713  2.6749  2.6652  2.6410
  2.6010  2.5455  2.4810  2.4130  2.3443  2.1766  2.0189  1.8704  1.7284  1.5923
  1.4616  1.3351  1.2120  1.0919  0.9744  0.8592  0.7458  0.6342  0.5246  0.4174
  0.3126
  2.4900  2.4675  2.4544  2.4592  2.4815  2.5162  2.5514  2.5786  2.5906  2.5861
  2.5651  2.5274  2.4753  2.4143  2.3491  2.1832  2.0241  1.8743  1.7316  1.5950
  1.4641  1.3380  1.2158  1.0969  0.9809  0.8673  0.7556  0.6456  0.5372  0.4307
  0.3264
  2.5010  2.4729  2.4481  2.4296  2.4217  2.4270  2.4424  2.4599  2.4740  2.4819
  2.4808  2.4660  2.4353  2.3913  2.3383  2.1869  2.0295  1.8785  1.7348  1.5976
  1.4663  1.3403  1.2188  1.1009  0.9862  0.8741  0.7641  0.6558  0.5490  0.4437
  0.3403
  2.5187  2.4891  2.4599  2.4330  2.4105  2.3945  2.3869  2.3865  2.3883  2.3880
  2.3827  2.3719  2.3532  2.3247  2.3119  2.1877  2.0351  1.8830  1.7380
