 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  H   
  2.3023  2.2458  2.1841  2.1201  2.0559  1.8982  1.7459  1.5987  1.4577  1.3226
  1.1915  1.0632  0.9376  0.8145  0.6937  0.5751  0.4589  0.3454  0.2345  0.1264
  0.0225
  2.3241  2.2946  2.2711  2.2567  2.2526  2.2553  2.2601  2.2653  2.2674  2.2625
  2.2469  2.2175  2.1736  2.1189  2.0583  1.9021  1.7491  1.6009  1.4585  1.3223
  1.1910  1.0634  0.9388  0.8169  0.6975  0.5803  0.4651  0.3522  0.2420  0.1346
  0.0299
  2.3417  2.3069  2.2744  2.2459  2.2229  2.2060  2.1936  2.1821  2.1686  2.1527
  2.1355  2.1177  2.0981  2.0727  2.0374  1.9056  1.7539  1.6053  1.4620  1.3250
  1.1936  1.0664  0.9428  0.8221  0.7041  0.5883  0.4745  0.3629  0.2536  0.1467
  0.0425
  2.3630  2.3268  2.2907  2.2555  2.2225  2.1924  2.1657  2.1415  2.1176  2.0919
  2.0638  2.0345  2.0070  1.9821  1.9589  1.8837  1.7570  1.6097  1.4660  1.3283
  1.1965  1.0696  0.9467  0.8270  0.7101  0.5957  0.4832  0.3729  0.2647  0.1587
  0.0552
  2.3803  2.3456  2.3091  2.2720  2.2343  2.1972  2.1613  2.1270  2.0938  2.0609
  2.0270  1.9917  1.9559  1.9213  1.8228  1.8364  1.7584  1.6141  1.4705
 [Fe/H] =  0.50 [alpha/Fe] = 0.00 BC value =  H   
  2.7351  2.7269  2.7040  2.6682  2.6206  2.5625  2.4950  2.4205  2.3458  2.2726
  2.2013  2.1323  2.0662  2.0031  1.9430  1.8053  1.6808  1.5617  1.4414
  2.7147  2.7077  2.6895  2.6610  2.6216  2.5712  2.5097  2.4389  2.3656  2.2927
  2.2212  2.1516  2.0846  2.0202  1.9586  1.8154  1.6851  1.5625  1.4371  1.3078
  2.6827  2.6838  2.6738  2.6535  2.6221  2.5791  2.5238  2.4578  2.3867  2.3145
  2.2430  2.1729  2.1050  2.0396  1.9766  1.8285  1.6922  1.5645  1.4390  1.3107
  1.1796
  2.6413  2.6492  2.6479  2.6364  2.6139  2.5797  2.5331  2.4740  2.4065  2.3357
  2.2647  2.1944  2.1258  2.0594  1.9951  1.8429  1.7010  1.5679  1.4395  1.3110
  1.1806  1.0498
  2.5933  2.6064  2.6120  2.6087  2.5952  2.5705  2.5336  2.4837  2.4223  2.3544
  2.2844  2.2144  2.1454  2.0781  2.0128  1.8573  1.7108  1.5729  1.4412  1.3119
  1.1824  1.0531  0.9251  0.7988
  2.5354  2.5540  2.5663  2.5705  2.5653  2.5498  2.5229  2.4835  2.4308  2.3681
  2.3005  2.2313  2.1625  2.0947  2.0286  1.8706  1.7209  1.5789  1.4440  1.3134
  1.1843  1.0562  0.9297  0.8051  0.6827  0.5626  0.4446  0.3294  0.2188  0.1139
  2.4260  2.4417  2.4996  2.5169  2.5221  2.5163  2.4994  2.4708  2.4289  2.3742
  2.3111  2.2441  2.1760  2.1083  2.0417  1.8820  1.7302  1.5854  1.4477  1.3157
  1.1867  1.0595  0.9342  0.8110  0.6900  0.5713  0.4548  0.3406  0.2290  0.1223
  0.0207
  2.3342  2.3340  2.3554  2.3921  2.4287  2.4514  2.4540  2.4397  2.4113  2.3688
  2.3140  2.2514  2.1854  2.1185  2.0520  1.8911  1.7380  1.5914  1.4516  1.3182
  1.1891  1.0627  0.9387  0.8168  0.6972  0.5798  0.4644  0.3513  0.2407  0.1328
  0.0293
  2.3244  2.3005  2.2870  2.2873  2.2990  2.3161  2.3341  2.3471  2.3467  2.3289
  2.2940  2.2449  2.1863  2.1230  2.0578  1.8968  1.7426  1.5947  1.4532  1.3183
  1.1888  1.0629  0.9399  0.8193  0.7012  0.5851  0.4709  0.3588  0.2489  0.1416
  0.0369
  2.3366  2.3041  2.2759  2.2543  2.2414  2.2363  2.2349  2.2333  2.2300  2.2232
  2.2093  2.1859  2.1524  2.1086  2.0556  1.9028  1.7483  1.5995  1.4570  1.3211
  1.1912  1.0657  0.9436  0.8244  0.7077  0.5933  0.4807  0.3699  0.2610  0.1543
  0.0501
  2.3583  2.3225  2.2875  2.2554  2.2275  2.2048  2.1868  2.1713  2.1551  2.1362
  2.1144  2.0901  2.0641  2.0359  2.0039  1.8971  1.7534  1.6045  1.4611  1.3242
  1.1936  1.0682  0.9469  0.8287  0.7134  0.6004  0.4893  0.3801  0.2726  0.1669
  0.0634
  2.3820  2.3453  2.3081  2.2710  2.2353  2.2018  2.1710  2.1430  2.1163  2.0890
  2.0596  2.0275  1.9940  1.9610  1.9027  1.8797  1.7579  1.6097  1.4655
 [Fe/H] =  0.75 [alpha/Fe] = 0.00 BC value =  H   
  2.7483  2.7289  2.6979  2.6566  2.6060  2.5471  2.4808  2.4078  2.3303  2.2546
  2.1812  2.1101  2.0419  1.9769  1.9153  1.7759  1.6530  1.5378  1.4233
  2.7343  2.7227  2.6999  2.6668  2.6235  2.5694  2.5040  2.4290  2.3527  2.2774
  2.2037  2.1321  2.0630  1.9968  1.9335  1.7883  1.6592  1.5400  1.4222  1.2994
  2.7081  2.7047  2.6904  2.6651  2.6288  2.5810  2.5213  2.4512  2.3767  2.3020
  2.2283  2.1563  2.0864  2.0191  1.9544  1.8043  1.6687  1.5440  1.4230  1.2998
  1.1726
  2.6717  2.6761  2.6705  2.6541  2.6265  2.5872  2.5354  2.4715  2.4000  2.3264
  2.2530  2.1808  2.1103  2.0421  1.9762  1.8217  1.6803  1.5496  1.4249  1.3007
  1.1743  1.0467
  2.6264  2.6374  2.6397  2.6322  2.6140  2.5842  2.5420  2.4867  2.4204  2.3489
  2.2763  2.2041  2.1333  2.0643  1.9973  1.8393  1.6930  1.5567  1.4280  1.3024
  1.1765  1.0501  0.9242  0.7998
  2.5737  2.5897  2.5987  2.5991  2.5898  2.5696  2.5377  2.4928  2.4347  2.3673
  2.2964  2.2248  2.1539  2.0844  2.0166  1.8558  1.7058  1.5649  1.4322  1.3047
  1.1788  1.0534  0.9289  0.8060  0.6851  0.5661  0.4490  0.3345  0.2253  0.1208
  2.5000  2.5270  2.5446  2.5535  2.5531  2.5423  2.5204  2.4866  2.4392  2.3792
  2.3117  2.2415  2.1711  2.1014  2.0332  1.8703  1.7177  1.5735  1.4373  1.3076
  1.1814  1.0567  0.9335  0.8119  0.6925  0.5750  0.4596  0.3461  0.2353  0.1294
  0.0282
  2.3631  2.4004  2.4386  2.4749  2.4974  2.4987  2.4875  2.4648  2.4298  2.3809
  2.3203  2.2533  2.1841  2.1149  2.0465  1.8821  1.7276  1.5813  1.4426  1.3109
  1.1841  1.0600  0.9379  0.8177  0.6996  0.5835  0.4694  0.3573  0.2473  0.1398
  0.0370
  2.3276  2.3134  2.3169  2.3354  2.3648  2.3952  2.4144  2.4145  2.3959  2.3622
  2.3144  2.2555  2.1905  2.1230  2.0551  1.8899  1.7339  1.5860  1.4453  1.3118
  1.1841  1.0602  0.9391  0.8201  0.7035  0.5889  0.4761  0.3651  0.2561  0.1492
  0.0448
  2.3309  2.3024  2.2809  2.2696  2.2701  2.2782  2.2884  2.2979  2.3026  2.2957
  2.2725  2.2334  2.1822  2.1234  2.0604  1.8978  1.7406  1.5915  1.4496  1.3148
  1.1864  1.0628  0.9425  0.8249  0.7098  0.5969  0.4858  0.3764  0.2686  0.1627
  0.0586
  2.3496  2.3152  2.2834  2.2563  2.2358  2.2227  2.2150  2.2089  2.2011  2.1909
  2.1767  2.1550  2.1243  2.0853  2.0392  1.9004  1.7469  1.5967  1.4536  1.3176
  1.1883  1.0646  0.9451  0.8286  0.7149  0.6036  0.4943  0.3866  0.2804  0.1756
  0.0724
  2.3749  2.3380  2.3018  2.2669  2.2349  2.2069  2.1832  2.1630  2.1439  2.1233
  2.0998  2.0732  2.0435  2.0110  1.9915  1.8977  1.7528  1.6016  1.4573
 [Fe/H] =  1.00 [alpha/Fe] = 0.00 BC value =  H   
  2.7539  2.7316  2.6977  2.6536  2.6002  2.5386  2.4695  2.3938  2.3137  2.2358
  2.1604  2.0874  2.0174  1.9506  1.8874  1.7458  1.6239  1.5116  1.4011
  2.7463  2.7349  2.7096  2.6720  2.6233  2.5647  2.4962  2.4178  2.3388  2.2612
  2.1854  2.1119  2.0409  1.9729  1.9080  1.7603  1.6317  1.5154  1.4021  1.2849
  2.7264  2.7218  2.7007  2.6712  2.6308  2.5792  2.5169  2.4431  2.3657  2.2886
  2.2128  2.1388  2.0670  1.9978  1.9315  1.7787  1.6433  1.5209  1.4041  1.2855
  1.1634
  2.6952  2.6965  2.6868  2.6661  2.6340  2.5903  2.5343  2.4668  2.3921  2.3160
  2.2404  2.1662  2.0939  2.0238  1.9562  1.7989  1.6573  1.5285  1.4072  1.2871
  1.1655  1.0415
  2.6531  2.6622  2.6614  2.6500  2.6273  2.5929  2.5462  2.4864  2.4162  2.3417
  2.2668  2.1926  2.1200  2.0492  1.9805  1.8195  1.6726  1.5377  1.4117  1.2898
  1.1678  1.0448  0.9217  0.7994
  2.6028  2.6178  2.6246  2.6219  2.6088  2.5843  2.5478  2.4981  2.4353  2.3641
  2.2905  2.2167  2.1439  2.0727  2.0032  1.8391  1.6881  1.5481  1.4174  1.2929
  1.1705  1.0482  0.9263  0.8056  0.6865  0.5689  0.4530  0.3403  0.2323  0.1285
  2.5416  2.5631  2.5763  2.5816  2.5774  2.5626  2.5366  2.4981  2.4456  2.3809
  2.3099  2.2371  2.1645  2.0931  2.0232  1.8568  1.7026  1.5587  1.4240  1.2966
  1.1734  1.0516  0.9309  0.8114  0.6938  0.5779  0.4638  0.3514  0.2420  0.1372
  0.0365
  2.4199  2.4741  2.5089  2.5267  2.5315  2.5262  2.5101  2.4829  2.4428  2.3886
  2.3233  2.2528  2.1811  2.1098  2.0396  1.8715  1.7151  1.5686  1.4308  1.3008
  1.1764  1.0549  0.9351  0.8169  0.7006  0.5862  0.4737  0.3630  0.2539  0.1475
  0.0455
  2.3354  2.3376  2.3642  2.4042  2.4443  2.4658  2.4652  2.4485  2.4199  2.3790
  2.3248  2.2603  2.1913  2.1209  2.0510  1.8818  1.7234  1.5750  1.4349  1.3026
  1.1768  1.0552  0.9362  0.8192  0.7043  0.5913  0.4802  0.3709  0.2632  0.1572
  0.0536
  2.3256  2.3031  2.2914  2.2946  2.3109  2.3330  2.3552  2.3695  2.3671  2.3452
  2.3065  2.2542  2.1931  2.1276  2.0600  1.8916  1.7316  1.5815  1.4399  1.3061
  1.1792  1.0576  0.9394  0.8238  0.7104  0.5992  0.4898  0.3821  0.2758  0.1710
  0.0677
  2.3385  2.3071  2.2799  2.2598  2.2494  2.2480  2.2514  2.2550  2.2564  2.2536
  2.2407  2.2123  2.1688  2.1149  2.0556  1.8980  1.7388  1.5871  1.4440  1.3088
  1.1809  1.0588  0.9412  0.8268  0.7149  0.6054  0.4978  0.3919  0.2875  0.1842
  0.0822
  2.3621  2.3270  2.2928  2.2616  2.2349  2.2142  2.1994  2.1882  2.1769  2.1635
  2.1474  2.1271  2.0995  2.0629  2.0378  1.9010  1.7450  1.5918  1.4472
