 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  H   
  2.5315  2.4706  2.4047  2.3372  2.2698  2.1067  1.9532  1.8061  1.6643  1.5277
  1.3958  1.2673  1.1420  1.0194  0.8993  0.7814  0.6656  0.5523  0.4413  0.3330
  0.2291
  2.4264  2.4100  2.4106  2.4342  2.4733  2.5147  2.5466  2.5624  2.5614  2.5444
  2.5115  2.4628  2.4037  2.3395  2.2735  2.1103  1.9554  1.8075  1.6649  1.5277
  1.3956  1.2677  1.1433  1.0219  0.9031  0.7866  0.6720  0.5594  0.4492  0.3417
  0.2369
  2.4318  2.4053  2.3845  2.3740  2.3784  2.3960  2.4188  2.4398  2.4549  2.4595
  2.4497  2.4239  2.3835  2.3319  2.2731  2.1151  1.9595  1.8109  1.6678  1.5303
  1.3982  1.2707  1.1472  1.0269  0.9096  0.7946  0.6816  0.5704  0.4612  0.3525
  0.2479
  2.4469  2.4170  2.3889  2.3648  2.3475  2.3396  2.3409  2.3470  2.3515  2.3519
  2.3465  2.3329  2.3097  2.2778  2.2386  2.1126  1.9636  1.8147  1.6711  1.5331
  1.4008  1.2736  1.1507  1.0314  0.9152  0.8017  0.6901  0.5804  0.4726  0.3667
  0.2631
  2.4666  2.4361  2.4056  2.3761  2.3491  2.3262  2.3089  2.2973  2.2891  2.2803
  2.2676  2.2497  2.2260  2.1974  2.1700  2.1028  1.9677  1.8189  1.6748
 [Fe/H] =  0.50 [alpha/Fe] = 0.40 BC value =  H   
  2.9517  2.9413  2.9167  2.8812  2.8352  2.7813  2.7193  2.6581  2.5810  2.5055
  2.4323  2.3610  2.2922  2.2262  2.1631  2.0170  1.8845  1.7605  1.6372
  2.9313  2.9289  2.9141  2.8953  2.8605  2.8113  2.7490  2.6764  2.6007  2.5257
  2.4523  2.3806  2.3111  2.2442  2.1799  2.0302  1.8932  1.7649  1.6388  1.5102
  2.8949  2.9027  2.8979  2.8815  2.8531  2.8128  2.7601  2.6949  2.6215  2.5472
  2.4736  2.4016  2.3314  2.2634  2.1978  2.0445  1.9028  1.7697  1.6409  1.5116
  1.3804
  2.8416  2.8612  2.8680  2.8621  2.8436  2.8124  2.7683  2.7104  2.6411  2.5680
  2.4947  2.4222  2.3514  2.2824  2.2156  2.0587  1.9130  1.7753  1.6433  1.5131
  1.3826  1.2523
  2.7740  2.8041  2.8224  2.8281  2.8209  2.8006  2.7669  2.7191  2.6569  2.5864
  2.5138  2.4414  2.3700  2.3002  2.2324  2.0721  1.9230  1.7817  1.6465  1.5150
  1.3850  1.2559  1.1285  1.0032
  2.6944  2.7325  2.7610  2.7780  2.7826  2.7742  2.7522  2.7163  2.6649  2.6003
  2.5297  2.4578  2.3863  2.3160  2.2473  2.0842  1.9324  1.7883  1.6504  1.5175
  1.3876  1.2594  1.1333  1.0095  0.8878  0.7684  0.6508  0.5357  0.4256  0.3206
  2.6028  2.6474  2.6836  2.7113  2.7276  2.7313  2.7218  2.6986  2.6605  2.6065
  2.5408  2.4707  2.3997  2.3292  2.2600  2.0946  1.9406  1.7946  1.6548  1.5205
  1.3904  1.2629  1.1380  1.0154  0.8952  0.7773  0.6613  0.5473  0.4359  0.3293
  0.2277
  2.4855  2.5400  2.5865  2.6251  2.6537  2.6702  2.6736  2.6637  2.6397  2.6000
  2.5445  2.4788  2.4095  2.3395  2.2702  2.1032  1.9473  1.8000  1.6590  1.5237
  1.3933  1.2665  1.1426  1.0212  0.9024  0.7858  0.6711  0.5584  0.4480  0.3399
  0.2364
  2.4245  2.4218  2.4476  2.4967  2.5483  2.5851  2.6038  2.6073  2.5975  2.5733
  2.5333  2.4778  2.4132  2.3452  2.2765  2.1088  1.9511  1.8025  1.6605  1.5243
  1.3935  1.2670  1.1440  1.0238  0.9063  0.7911  0.6777  0.5661  0.4565  0.3493
  0.2445
  2.4225  2.4000  2.3869  2.3917  2.4139  2.4486  2.4838  2.5110  2.5230  2.5184
  2.4974  2.4597  2.4075  2.3465  2.2813  2.1154  1.9563  1.8064  1.6637  1.5270
  1.3961  1.2699  1.1478  1.0288  0.9128  0.7992  0.6875  0.5775  0.4691  0.3625
  0.2582
  2.4335  2.4054  2.3805  2.3620  2.3541  2.3594  2.3747  2.3922  2.4063  2.4142
  2.4130  2.3982  2.3676  2.3235  2.2705  2.1191  1.9616  1.8106  1.6669  1.5296
  1.3983  1.2723  1.1508  1.0329  0.9181  0.8060  0.6959  0.5876  0.4808  0.3756
  0.2721
  2.4513  2.4216  2.3924  2.3654  2.3428  2.3268  2.3192  2.3188  2.3205  2.3202
  2.3150  2.3041  2.2854  2.2569  2.2441  2.1199  1.9670  1.8151  1.6701
