 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  H   
  2.4375  2.3810  2.3193  2.2554  2.1912  2.0337  1.8815  1.7344  1.5935  1.4584
  1.3274  1.1992  1.0736  0.9505  0.8297  0.7112  0.5950  0.4815  0.3706  0.2625
  0.1586
  2.4591  2.4296  2.4061  2.3918  2.3877  2.3905  2.3953  2.4005  2.4026  2.3978
  2.3821  2.3527  2.3089  2.2542  2.1937  2.0375  1.8847  1.7366  1.5943  1.4581
  1.3269  1.1993  1.0748  0.9530  0.8336  0.7164  0.6012  0.4884  0.3782  0.2707
  0.1661
  2.4766  2.4419  2.4095  2.3810  2.3581  2.3413  2.3289  2.3174  2.3039  2.2880
  2.2708  2.2530  2.2334  2.2080  2.1728  2.0410  1.8895  1.7409  1.5978  1.4609
  1.3295  1.2024  1.0788  0.9581  0.8402  0.7244  0.6107  0.4991  0.3898  0.2829
  0.1787
  2.4979  2.4618  2.4258  2.3906  2.3577  2.3277  2.3010  2.2768  2.2529  2.2273
  2.1992  2.1700  2.1424  2.1175  2.0944  2.0192  1.8926  1.7454  1.6017  1.4641
  1.3324  1.2055  1.0827  0.9631  0.8462  0.7318  0.6194  0.5091  0.4009  0.2949
  0.1914
  2.5154  2.4807  2.4443  2.4072  2.3695  2.3325  2.2966  2.2624  2.2292  2.1963
  2.1625  2.1272  2.0914  2.0568  1.9585  1.9721  1.8940  1.7501  1.6060
 [Fe/H] =  0.50 [alpha/Fe] = 0.00 BC value =  H   
  2.8696  2.8616  2.8389  2.8031  2.7556  2.6976  2.6300  2.5555  2.4809  2.4077
  2.3365  2.2675  2.2014  2.1384  2.0783  1.9407  1.8163  1.6974  1.5771
  2.8491  2.8422  2.8241  2.7957  2.7564  2.7060  2.6446  2.5739  2.5006  2.4277
  2.3563  2.2868  2.2198  2.1555  2.0939  1.9508  1.8206  1.6981  1.5728  1.4436
  2.8171  2.8183  2.8085  2.7883  2.7569  2.7140  2.6587  2.5928  2.5217  2.4495
  2.3781  2.3081  2.2402  2.1748  2.1118  1.9639  1.8276  1.7001  1.5747  1.4465
  1.3155
  2.7756  2.7837  2.7825  2.7711  2.7487  2.7146  2.6680  2.6090  2.5415  2.4708
  2.3998  2.3296  2.2610  2.1946  2.1304  1.9783  1.8364  1.7035  1.5753  1.4468
  1.3165  1.1857
  2.7276  2.7408  2.7466  2.7434  2.7299  2.7053  2.6686  2.6187  2.5573  2.4895
  2.4195  2.3495  2.2806  2.2134  2.1481  1.9927  1.8463  1.7085  1.5769  1.4477
  1.3182  1.1890  1.0610  0.9348
  2.6697  2.6884  2.7008  2.7051  2.7001  2.6847  2.6579  2.6185  2.5659  2.5032
  2.4356  2.3665  2.2977  2.2300  2.1639  2.0060  1.8564  1.7145  1.5797  1.4492
  1.3202  1.1921  1.0656  0.9411  0.8187  0.6986  0.5806  0.4654  0.3548  0.2499
  2.5606  2.5763  2.6342  2.6516  2.6569  2.6512  2.6344  2.6058  2.5640  2.5094
  2.4463  2.3793  2.3112  2.2436  2.1771  2.0174  1.8658  1.7210  1.5834  1.4515
  1.3226  1.1954  1.0702  0.9470  0.8261  0.7074  0.5908  0.4767  0.3651  0.2584
  0.1568
  2.4690  2.4689  2.4903  2.5270  2.5636  2.5863  2.5890  2.5747  2.5464  2.5040
  2.4491  2.3866  2.3206  2.2537  2.1873  2.0265  1.8735  1.7270  1.5873  1.4540
  1.3250  1.1987  1.0747  0.9529  0.8333  0.7159  0.6005  0.4874  0.3769  0.2689
  0.1654
  2.4593  2.4355  2.4221  2.4224  2.4341  2.4512  2.4692  2.4822  2.4818  2.4641
  2.4292  2.3801  2.3216  2.2583  2.1932  2.0322  1.8781  1.7303  1.5890  1.4542
  1.3247  1.1989  1.0759  0.9554  0.8373  0.7213  0.6071  0.4949  0.3851  0.2777
  0.1731
  2.4715  2.4391  2.4109  2.3895  2.3766  2.3715  2.3701  2.3686  2.3653  2.3584
  2.3446  2.3212  2.2877  2.2439  2.1910  2.0383  1.8838  1.7352  1.5927  1.4569
  1.3271  1.2016  1.0796  0.9604  0.8438  0.7294  0.6168  0.5060  0.3972  0.2905
  0.1863
  2.4932  2.4575  2.4226  2.3906  2.3628  2.3400  2.3221  2.3067  2.2905  2.2716
  2.2498  2.2255  2.1994  2.1712  2.1393  2.0325  1.8889  1.7402  1.5968  1.4600
  1.3295  1.2041  1.0829  0.9648  0.8495  0.7365  0.6255  0.5163  0.4088  0.3032
  0.1997
  2.5169  2.4803  2.4432  2.4062  2.3705  2.3371  2.3064  2.2784  2.2517  2.2244
  2.1950  2.1630  2.1295  2.0965  2.0381  2.0148  1.8934  1.7453  1.6013
 [Fe/H] =  0.75 [alpha/Fe] = 0.00 BC value =  H   
  2.8829  2.8636  2.8328  2.7916  2.7411  2.6823  2.6159  2.5429  2.4654  2.3898
  2.3164  2.2454  2.1772  2.1122  2.0506  1.9113  1.7885  1.6735  1.5590
  2.8688  2.8573  2.8346  2.8016  2.7584  2.7044  2.6390  2.5640  2.4878  2.4125
  2.3389  2.2673  2.1982  2.1321  2.0688  1.9237  1.7947  1.6756  1.5579  1.4352
  2.8425  2.8392  2.8251  2.7999  2.7636  2.7159  2.6562  2.5862  2.5118  2.4371
  2.3634  2.2915  2.2216  2.1543  2.0897  1.9396  1.8042  1.6795  1.5587  1.4356
  1.3084
  2.8060  2.8106  2.8052  2.7889  2.7614  2.7221  2.6704  2.6065  2.5351  2.4615
  2.3882  2.3160  2.2456  2.1773  2.1115  1.9571  1.8158  1.6851  1.5606  1.4365
  1.3101  1.1826
  2.7607  2.7719  2.7744  2.7669  2.7488  2.7191  2.6770  2.6217  2.5554  2.4840
  2.4114  2.3393  2.2685  2.1995  2.1326  1.9747  1.8285  1.6923  1.5637  1.4381
  1.3124  1.1860  1.0602  0.9358
  2.7080  2.7242  2.7333  2.7338  2.7246  2.7045  2.6727  2.6279  2.5697  2.5024
  2.4316  2.3600  2.2892  2.2197  2.1520  1.9913  1.8413  1.7005  1.5679  1.4404
  1.3147  1.1893  1.0649  0.9420  0.8211  0.7022  0.5851  0.4706  0.3613  0.2569
  2.6344  2.6615  2.6792  2.6882  2.6879  2.6772  2.6554  2.6217  2.5743  2.5143
  2.4469  2.3767  2.3063  2.2367  2.1685  2.0057  1.8532  1.7091  1.5730  1.4434
  1.3173  1.1926  1.0694  0.9480  0.8285  0.7111  0.5956  0.4822  0.3714  0.2655
  0.1643
  2.4978  2.5351  2.5733  2.6096  2.6322  2.6337  2.6225  2.5998  2.5649  2.5161
  2.4555  2.3885  2.3194  2.2502  2.1818  2.0175  1.8632  1.7170  1.5783  1.4467
  1.3200  1.1959  1.0739  0.9537  0.8356  0.7196  0.6055  0.4934  0.3834  0.2759
  0.1731
  2.4625  2.4484  2.4519  2.4704  2.4998  2.5302  2.5495  2.5496  2.5311  2.4973
  2.4496  2.3907  2.3258  2.2583  2.1905  2.0253  1.8694  1.7216  1.5810  1.4476
  1.3200  1.1962  1.0751  0.9562  0.8395  0.7250  0.6122  0.5013  0.3923  0.2854
  0.1810
  2.4658  2.4374  2.4159  2.4047  2.4052  2.4134  2.4237  2.4331  2.4378  2.4309
  2.4078  2.3687  2.3175  2.2588  2.1957  2.0332  1.8762  1.7271  1.5853  1.4506
  1.3223  1.1987  1.0785  0.9610  0.8459  0.7331  0.6220  0.5126  0.4048  0.2989
  0.1948
  2.4846  2.4502  2.4185  2.3915  2.3710  2.3579  2.3503  2.3442  2.3365  2.3262
  2.3120  2.2903  2.2597  2.2206  2.1746  2.0359  1.8824  1.7324  1.5893  1.4534
  1.3242  1.2005  1.0811  0.9647  0.8510  0.7398  0.6304  0.5228  0.4166  0.3118
  0.2087
  2.5098  2.4730  2.4369  2.4021  2.3701  2.3422  2.3185  2.2984  2.2792  2.2587
  2.2352  2.2085  2.1789  2.1464  2.1272  2.0334  1.8880  1.7375  1.5930
 [Fe/H] =  1.00 [alpha/Fe] = 0.00 BC value =  H   
  2.8885  2.8662  2.8324  2.7883  2.7350  2.6735  2.6045  2.5289  2.4489  2.3710
  2.2957  2.2227  2.1527  2.0860  2.0228  1.8812  1.7594  1.6471  1.5367
  2.8808  2.8696  2.8445  2.8070  2.7584  2.6998  2.6313  2.5529  2.4740  2.3964
  2.3207  2.2472  2.1762  2.1082  2.0433  1.8957  1.7672  1.6509  1.5377  1.4207
  2.8609  2.8565  2.8355  2.8061  2.7658  2.7142  2.6519  2.5782  2.5008  2.4237
  2.3480  2.2740  2.2023  2.1331  2.0668  1.9141  1.7787  1.6565  1.5397  1.4213
  1.2993
  2.8296  2.8310  2.8216  2.8009  2.7689  2.7253  2.6693  2.6019  2.5272  2.4511
  2.3756  2.3014  2.2292  2.1591  2.0915  1.9343  1.7927  1.6640  1.5429  1.4229
  1.3013  1.1774
  2.7874  2.7967  2.7961  2.7848  2.7622  2.7279  2.6813  2.6215  2.5513  2.4769
  2.4020  2.3279  2.2553  2.1845  2.1159  1.9549  1.8081  1.6733  1.5474  1.4255
  1.3037  1.1807  1.0576  0.9354
  2.7371  2.7523  2.7592  2.7567  2.7436  2.7192  2.6829  2.6332  2.5704  2.4993
  2.4257  2.3519  2.2792  2.2080  2.1386  1.9746  1.8236  1.6837  1.5531  1.4286
  1.3063  1.1842  1.0624  0.9416  0.8225  0.7050  0.5891  0.4764  0.3684  0.2646
  2.6759  2.6974  2.7108  2.7163  2.7122  2.6976  2.6716  2.6331  2.5808  2.5161
  2.4451  2.3723  2.2998  2.2284  2.1585  1.9922  1.8381  1.6943  1.5597  1.4324
  1.3092  1.1876  1.0669  0.9474  0.8298  0.7140  0.5999  0.4875  0.3781  0.2733
  0.1726
  2.5544  2.6087  2.6435  2.6614  2.6663  2.6611  2.6452  2.6180  2.5779  2.5238
  2.4585  2.3880  2.3164  2.2451  2.1750  2.0070  1.8506  1.7042  1.5664  1.4365
  1.3122  1.1908  1.0711  0.9530  0.8367  0.7223  0.6098  0.4991  0.3901  0.2837
  0.1817
  2.4702  2.4725  2.4991  2.5391  2.5792  2.6008  2.6002  2.5836  2.5551  2.5142
  2.4600  2.3956  2.3266  2.2563  2.1863  2.0173  1.8589  1.7106  1.5706  1.4384
  1.3126  1.1911  1.0722  0.9553  0.8404  0.7274  0.6163  0.5070  0.3994  0.2934
  0.1898
  2.4605  2.4381  2.4264  2.4297  2.4460  2.4682  2.4904  2.5047  2.5023  2.4805
  2.4418  2.3895  2.3284  2.2629  2.1954  2.0270  1.8671  1.7171  1.5756  1.4419
  1.3151  1.1935  1.0754  0.9598  0.8465  0.7353  0.6259  0.5182  0.4120  0.3072
  0.2039
  2.4734  2.4421  2.4149  2.3950  2.3846  2.3832  2.3867  2.3903  2.3917  2.3889
  2.3760  2.3477  2.3041  2.2503  2.1910  2.0335  1.8743  1.7227  1.5797  1.4446
  1.3167  1.1947  1.0772  0.9628  0.8510  0.7415  0.6339  0.5281  0.4237  0.3205
  0.2184
  2.4970  2.4620  2.4279  2.3967  2.3701  2.3495  2.3347  2.3235  2.3123  2.2989
  2.2828  2.2625  2.2349  2.1984  2.1731  2.0368  1.8805  1.7274  1.5829
